zipcode,latitude,longitude,area
9142,34.649,9.769,SIDI_BOUZID
9143,34.517,9.771,SIDI_BOUZID
9144,34.554,9.621,SIDI_BOUZID
9149,34.415,9.666,SIDI_BOUZID
9150,34.593,9.903,SIDI_BOUZID
9151,34.506,9.913,SIDI_BOUZID
9154,34.463,9.993,SIDI_BOUZID
9158,34.473,9.522,SIDI_BOUZID
9159,34.529,9.491,SIDI_BOUZID
9169,34.967,9.804,SIDI_BOUZID
9170,34.833,9.836,SIDI_BOUZID
9171,35.12,9.525,SIDI_BOUZID
9172,34.955,9.512,SIDI_BOUZID
9173,35.059,10.003,SIDI_BOUZID
9174,34.977,9.639,SIDI_BOUZID
9180,35.063,9.814,SIDI_BOUZID
9183,34.871,9.583,SIDI_BOUZID
